,CustomerID,frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,profit_margin,scaled_clv,segment
69,12431.0,13.0,338.0,373.0,471.4769230769231,1.1108891584399316e-12,0.9999999999988891,0.9395367208175006,1.153846153846154,0.21430943302865335,502.35297288876626,12294.331793480434,614.7165896740217,0.0029092840396747715,A
70,12432.0,2.0,130.0,172.0,871.33,1.5942802633617248e-12,0.9999999999984057,0.3537762078931075,0.46153846153846156,0.10776225364535408,1449.569372990941,13171.736365632796,658.5868182816398,0.0031180236382922825,A
71,12433.0,5.0,373.0,373.0,2291.346,0.0,1.0,0.39651849013291063,0.40214477211796246,0.005626281985051829,2726.175528239055,27883.476707786274,1394.1738353893138,0.006618031355887002,A
72,12434.0,1.0,176.0,260.0,519.89,2.611244553918368e-12,0.9999999999973888,0.16794910427074672,0.17045454545454547,0.002505441183798751,2567.7301024580884,10773.662577313411,538.6831288656706,0.00254750807920304,A
73,12435.0,1.0,188.0,267.0,3850.9,2.3303581286882036e-12,0.9999999999976696,0.16444989498685175,0.1595744680851064,-0.004875426901745361,18990.194249266522,77982.56260634062,3899.1281303170313,0.01853689229356679,A
75,12437.0,14.0,330.0,331.0,325.6221428571429,1.8207657603852567e-14,0.9999999999999818,1.1131993161932041,1.2727272727272727,0.1595279565340686,345.3531042835015,10036.452776174656,501.8226388087328,0.002372121623660526,A
76,12438.0,1.0,126.0,140.0,2016.78,4.54081217071689e-13,0.9999999999995459,0.2643911581417746,0.23809523809523808,-0.026295920046536525,9947.660621044364,66558.50375398865,3327.925187699433,0.0158190429283954,A
79,12444.0,4.0,150.0,171.0,783.8149999999999,7.318590178329032e-13,0.9999999999992681,0.6052774046145293,0.8,0.19472259538547076,979.1923768514145,15449.002848395654,772.4501424197828,0.003659798443945431,A
84,12449.0,3.0,165.0,187.0,1069.4533333333334,6.932232565759477e-13,0.9999999999993068,0.4502443887699954,0.5454545454545454,0.09521015668455002,1456.8920481230068,16973.863768399857,848.6931884199929,0.004022571634890159,A
85,12450.0,1.0,17.0,173.0,96.0,1.610711564126177e-11,0.9999999999838929,0.2283339610812204,1.7647058823529411,1.5363719212717206,477.87797736971413,2748.0286954869484,137.40143477434742,0.0006381635780295951,D
86,12451.0,4.0,314.0,324.0,1529.0025,1.9517720772910252e-13,0.9999999999998048,0.3696195324765627,0.3821656050955414,0.01254607261897872,1909.8529622378824,18182.336591406656,909.1168295703328,0.004310074276226754,A
90,12455.0,5.0,223.0,296.0,156.592,3.148370453232019e-12,0.9999999999968516,0.48017352971827676,0.6726457399103138,0.19247221019203709,186.5144981252801,2318.226649159375,115.91133245796875,0.0005359111969925116,D
91,12456.0,2.0,210.0,254.0,1120.435,1.2285727990501982e-12,0.9999999999987714,0.26395585381468667,0.28571428571428575,0.021758431899599084,1863.7666833867615,12537.926494581157,626.8963247290579,0.0029672366213536914,A
92,12457.0,6.0,173.0,239.0,282.33,4.048317236993171e-12,0.9999999999959517,0.6664550678854052,1.0404624277456647,0.37400735986025946,325.7666261320666,5654.805059557786,282.7402529778893,0.001329702408307824,B
93,12458.0,1.0,213.0,284.0,505.48,1.899813639738568e-12,0.9999999999981002,0.15652963079696086,0.14084507042253522,-0.015684560374425643,2496.6862724018865,9748.51779651319,487.4258898256595,0.002303620234460974,A
94,12461.0,1.0,60.0,154.0,200.0,5.416778137146139e-12,0.9999999999945832,0.24779068290970774,0.5,0.25220931709029226,990.6162373173207,6198.078941335764,309.90394706678825,0.0014589503922150925,B
95,12462.0,1.0,285.0,303.0,427.48,3.6504133049675147e-13,0.999999999999635,0.14853428140667993,0.10526315789473685,-0.04327112351194308,2112.1325774411816,7817.459667461466,390.87298337307334,0.0018442103891526435,B
96,12463.0,3.0,188.0,241.0,331.40333333333336,1.830535723001958e-12,0.9999999999981695,0.3718081707219794,0.4787234042553191,0.1069152335333397,451.7543597642277,4324.627997980936,216.2313998990468,0.0010132456280078966,C
97,12464.0,6.0,299.0,309.0,166.35833333333332,2.078337502098293e-13,0.9999999999997922,0.5430290094864744,0.6020066889632107,0.05897767947673638,192.0260154945544,2704.007978459113,135.20039892295566,0.0006276907960372421,D
98,12465.0,1.0,152.0,169.0,301.25,5.047073869945962e-13,0.9999999999994953,0.23217192412552576,0.19736842105263158,-0.034803503072894176,1489.796514429774,8715.526953128903,435.7763476564452,0.002057865766263199,B
99,12468.0,1.0,129.0,316.0,508.95000000000005,8.527845096750752e-12,0.9999999999914722,0.1435185008609621,0.23255813953488372,0.08903963867392162,2513.7939816520616,8983.939808520998,449.1969904260499,0.0021217227297172215,B
100,12471.0,19.0,362.0,364.0,919.138947368421,3.5083047578154947e-14,0.9999999999999649,1.3747956093072533,1.5745856353591159,0.19979002605186258,959.4423927695046,34444.646424996026,1722.2323212498013,0.008178971401904796,A
101,12472.0,6.0,337.0,369.0,823.4683333333334,7.169820293029261e-13,0.999999999999283,0.468637076907211,0.5341246290801187,0.06548755217290769,949.8170793120009,11512.00974598433,575.6004872992165,0.0027231651210288714,A
102,12473.0,3.0,162.0,191.0,1088.7866666666666,9.667822098435863e-13,0.9999999999990332,0.44331686223600875,0.5555555555555556,0.11223869331954683,1483.2217845567664,17007.191941369118,850.359597068456,0.004030500599097847,A
103,12474.0,16.0,312.0,329.0,445.399375,4.587441537751147e-13,0.9999999999995413,1.2695572220074367,1.5384615384615383,0.2689043164541016,468.8152148715289,15551.767399850665,777.5883699925333,0.00368424672231513,A
105,12476.0,9.0,346.0,361.0,755.9966666666667,3.0664359940146824e-13,0.9999999999996934,0.6866713587911908,0.7803468208092486,0.09367546201805776,829.579193926012,14802.37507254382,740.118753627191,0.003505961973666807,A
106,12477.0,5.0,279.0,301.0,2172.7580000000003,5.169198402654729e-13,0.9999999999994831,0.473684244187398,0.5376344086021505,0.06395016441475249,2585.0944845969625,31687.8448386138,1584.39224193069,0.007523112434589528,A
109,12480.0,3.0,308.0,336.0,821.7933333333334,5.870859354217828e-13,0.9999999999994129,0.28458833315425613,0.2922077922077922,0.00761945905353606,1119.6081244065442,8158.34287343878,407.917143671939,0.0019253084661966261,B
110,12481.0,7.0,343.0,365.0,776.7057142857144,4.634070904785403e-13,0.9999999999995366,0.5420851178567248,0.6122448979591836,0.07015978010245882,876.6751595676317,12315.435274361047,615.7717637180524,0.0029143046792614166,A
111,12483.0,7.0,322.0,339.0,276.7742857142857,3.610445276081009e-13,0.999999999999639,0.5766319497984446,0.6521739130434783,0.0755419632450337,312.4942016880914,4674.660029566742,233.73300147833712,0.0010965202633306372,C
112,12484.0,5.0,304.0,336.0,680.61,7.51620987671231e-13,0.9999999999992484,0.4327459518904508,0.4934210526315789,0.06067510074112814,809.9250145961054,9054.471505031657,452.7235752515829,0.0021385026263427095,B
113,12488.0,2.0,66.0,75.0,372.635,3.856914787547794e-13,0.9999999999996143,0.5921266434251807,0.9090909090909092,0.31696426566572844,620.3683223984449,9634.255138947829,481.7127569473914,0.0022764364904571625,B
115,12490.0,9.0,324.0,329.0,505.96777777777777,9.614531393253856e-14,0.9999999999999039,0.7418847077253192,0.8333333333333333,0.09144862560801403,555.252003779939,10718.758855590408,535.9379427795204,0.002534446167744164,A
117,12492.0,1.0,42.0,105.0,136.82,3.759881295195555e-12,0.9999999999962401,0.3175812015251438,0.7142857142857142,0.3967045127605704,679.1277443991497,5497.449709715006,274.8724854857503,0.0012922666647420882,B
118,12493.0,1.0,32.0,197.0,201.24,1.47208911727148e-11,0.9999999999852791,0.2077303954322232,0.9375,0.7297696045677768,996.7296550320807,5200.135424637338,260.0067712318669,0.0012215338847907345,C
119,12494.0,6.0,350.0,365.0,198.08333333333334,2.873257187729905e-13,0.9999999999997127,0.4729565703016932,0.5142857142857143,0.041329143984021155,228.611855764233,2796.798971038602,139.8399485519301,0.0006497663073362639,D
121,12498.0,1.0,36.0,57.0,156.45,1.092459456231154e-12,0.9999999999989075,0.43858937931484926,0.8333333333333333,0.394743954018484,775.9070909642604,8818.688219236878,440.9344109618439,0.0020824084253325812,B
122,12500.0,9.0,310.0,333.0,434.76444444444445,5.682121440031551e-13,0.9999999999994318,0.7345022949115975,0.8709677419354839,0.1364654470238864,477.12898987874166,9117.326950252087,455.86634751260436,0.002153456298596835,B
124,12502.0,4.0,214.0,309.0,776.655,4.327871394593785e-12,0.9999999999956721,0.3842879788564152,0.5607476635514018,0.17645968469498663,970.2502920856782,9610.727109510733,480.5363554755367,0.0022708390368116763,B
125,12504.0,1.0,12.0,30.0,32.65,1.0951239914902544e-12,0.9999999999989049,0.5582359522406454,2.5,1.9417640477593547,165.55135460355186,2435.0379892874225,121.75189946437114,0.0005637012872498348,D
127,12507.0,2.0,164.0,298.0,429.325,6.178391132038996e-12,0.9999999999938216,0.2323076878912892,0.36585365853658536,0.13354597064529616,714.6291582963156,4219.539828663115,210.97699143315577,0.000988244547572403,C
128,12508.0,1.0,3.0,29.0,123.08,1.807887173299605e-12,0.9999999999981921,0.5639337426469924,10.0,9.436066257353009,611.3871319791486,9091.726641801519,454.586332090076,0.002147365837844679,B
130,12510.0,1.0,183.0,325.0,301.52,4.711786516509164e-12,0.9999999999952882,0.14023994404707674,0.16393442622950818,0.023694482182431448,1491.1276618354073,5205.079255643337,260.25396278216687,0.0012227100506469182,C
135,12516.0,1.0,103.0,180.0,728.86,3.2578384434600594e-12,0.9999999999967422,0.2219142666091717,0.2912621359223301,0.06934786931315837,3597.9888926624285,20091.188292361876,1004.5594146180938,0.004764201084456509,A
136,12517.0,3.0,162.0,190.0,578.63,9.274803147718558e-13,0.9999999999990725,0.44502868145911667,0.5555555555555556,0.11052687409643891,788.4481342157957,9076.55456692013,453.8277283460065,0.0021437563138902195,B
137,12518.0,4.0,110.0,110.0,433.015,0.0,1.0,0.8115749600859694,1.0909090909090908,0.2793341308231214,541.0801791111505,11567.964211861765,578.3982105930883,0.002736477010570843,A
139,12520.0,4.0,194.0,273.0,411.71,3.568478845750178e-12,0.9999999999964315,0.4247424073536854,0.6185567010309279,0.19381429367724246,514.4724813550037,5644.032075425781,282.20160377128906,0.001327139453366626,B
141,12522.0,1.0,12.0,51.0,103.32,2.6987301282588305e-12,0.9999999999973013,0.4605235803215334,2.5,2.0394764196784667,513.9668625891034,6152.301728558257,307.6150864279129,0.0014480597297723786,B
142,12523.0,10.0,312.0,331.0,168.68200000000002,4.563016631209393e-13,0.9999999999995437,0.8131798985119526,0.9615384615384615,0.14835856302650885,183.39453581762848,3883.7647965896513,194.18823982948257,0.000908361734506066,C
143,12524.0,7.0,324.0,333.0,592.6185714285714,1.7696955012524995e-13,0.999999999999823,0.585238951096336,0.6481481481481481,0.0629091970518122,668.929747587373,10158.72544990452,507.936272495226,0.002401210996620654,A
144,12526.0,2.0,94.0,94.0,398.17999999999995,0.0,1.0,0.5230947823153019,0.6382978723404256,0.11520309002512363,662.843063146568,9038.49450873173,451.9247254365865,0.002134701606949137,B
145,12527.0,2.0,244.0,325.0,108.09500000000003,2.2644108810254693e-12,0.9999999999977356,0.21638707942822524,0.24590163934426232,0.029514559916037075,180.5065914331478,991.4064316116164,49.570321580580824,0.00022025302921124855,D
146,12528.0,5.0,303.0,312.0,287.99,1.816324868286756e-13,0.9999999999998184,0.46000739179870637,0.495049504950495,0.03504211315178862,342.83526390667214,4078.7734863551814,203.93867431775908,0.0009547554243961556,C
147,12530.0,3.0,277.0,336.0,424.96000000000004,1.5267787034645153e-12,0.9999999999984732,0.2845883331539882,0.3249097472924188,0.0403214141384306,579.1675860549751,4220.269245653832,211.0134622826916,0.0009884180800734858,C
151,12535.0,1.0,95.0,186.0,344.9,4.1591174948507614e-12,0.9999999999958409,0.21669222429195661,0.3157894736842105,0.0990972493922539,1704.9986783404763,9290.191036749173,464.5095518374587,0.0021945816598908474,B
152,12536.0,1.0,16.0,59.0,8322.12,2.928990383566088e-12,0.999999999997071,0.43173503394062324,1.875,1.4432649660593768,41034.093890064,458657.33195332834,22932.86659766642,0.10910161132890951,A
154,12539.0,3.0,311.0,333.0,1284.1666666666667,4.474198789239381e-13,0.9999999999995526,0.28671226346517015,0.28938906752411575,0.0026768040589456032,1749.3064692685589,12843.680335904368,642.1840167952184,0.003039977220319349,A
155,12540.0,16.0,342.0,361.0,782.451875,4.880540416252188e-13,0.999999999999512,1.175072856498231,1.4035087719298245,0.22843591543159358,823.5412166422922,25251.232539408633,1262.5616269704317,0.0059918053153472685,A
156,12541.0,2.0,251.0,280.0,334.39,6.80788758700146e-13,0.9999999999993192,0.2442900620717804,0.23904382470119523,-0.005246237370585161,556.776760060924,3460.6275342953195,173.031376714766,0.0008076949439572547,C
158,12545.0,1.0,184.0,259.0,372.24,2.2291057888423893e-12,0.9999999999977709,0.16846118464061904,0.16304347826086957,-0.005417706379749476,1839.78967859978,7743.438889302072,387.17194446510365,0.001826600419917534,B
159,12546.0,1.0,31.0,77.0,401.3,2.795097486796294e-12,0.9999999999972049,0.3784979870796378,0.967741935483871,0.5892439484042332,1983.0605808505247,19291.00196226677,964.5500981133387,0.004573832150142058,A
160,12547.0,1.0,83.0,280.0,48.4,1.2140510818881012e-11,0.9999999999878595,0.1583237997685451,0.3614457831325301,0.20312198336398501,243.20161993215575,960.713883753641,48.035694187682054,0.0002129510953898802,D
164,12552.0,1.0,1.0,39.0,120.0,2.9203306439740118e-12,0.9999999999970797,0.5117051357002415,30.0,29.488294864299757,596.2021912037773,7986.321023705152,399.3160511852576,0.0018843834778770941,B
165,12553.0,9.0,321.0,329.0,332.4411111111111,1.603162047558726e-13,0.9999999999998397,0.7418847077252718,0.8411214953271028,0.09923678760183097,364.8616729120711,7043.404184353916,352.17020921769586,0.0016600581337624179,B
166,12556.0,1.0,101.0,151.0,290.81,1.9948487306464813e-12,0.9999999999980052,0.2511700444358017,0.297029702970297,0.04585965853449531,1438.3254814119568,9126.174879591637,456.3087439795819,0.0021555612719210597,B
167,12557.0,4.0,355.0,371.0,2842.7400000000002,2.937650123158164e-13,0.9999999999997062,0.3301351228830656,0.3380281690140845,0.007893046131018877,3550.572527171749,30131.625055592693,1506.5812527796347,0.0071528787896113855,A
169,12559.0,1.0,9.0,319.0,75.60000000000001,5.0931037165469206e-11,0.999999999949069,0.14240874767837525,3.333333333333333,3.1909245856549577,377.3023956107606,1337.8014169433657,66.89007084716829,0.00030266239029298205,D
170,12560.0,2.0,138.0,143.0,420.85,1.532107773982716e-13,0.9999999999998468,0.4021760335114236,0.43478260869565216,0.03260657518422855,700.5374210545718,7266.932686199725,363.34663430998626,0.0017132368511247036,B
172,12562.0,6.0,190.0,198.0,556.13,2.2226664952995634e-13,0.9999999999997777,0.7688045340462808,0.9473684210526316,0.17856388700635084,641.5177077975668,12893.162024137875,644.6581012068938,0.0030517491987983774,A
176,12567.0,8.0,347.0,369.0,984.295,4.716227408607665e-13,0.9999999999995284,0.6056314755110713,0.6916426512968299,0.08601117578575856,1093.360030872767,17181.78726970762,859.089363485381,0.004072037832792069,A
177,12569.0,25.0,250.0,252.0,151.0404,4.6629367034256575e-14,0.9999999999999534,2.415306654730359,3.0,0.584693345269641,156.0536022155867,9912.253318143798,495.6126659071899,0.0023425738576233874,A
178,12571.0,1.0,82.0,121.0,271.26,1.6604495556293841e-12,0.9999999999983396,0.2908338769243347,0.36585365853658536,0.07501978161225065,1341.9405488929594,9912.01316894798,495.60065844739904,0.00234251672474725,A
179,12572.0,1.0,43.0,51.0,487.68,3.7281289166912757e-13,0.9999999999996272,0.46052358032260426,0.6976744186046512,0.23715083828204692,2408.929147141623,28835.436867762495,1441.7718433881248,0.006844508158037506,A
182,12576.0,4.0,269.0,304.0,262.245,8.835154829966996e-13,0.9999999999991165,0.38943964980588824,0.44609665427509293,0.056657004469204686,327.8064618702586,3291.4410162441523,164.57205081220764,0.0007674444973669646,C
183,12577.0,1.0,324.0,359.0,461.91,6.632472349110685e-13,0.9999999999993368,0.12909871384183086,0.09259259259259259,-0.03650612124923827,2281.878522537298,7321.75782784788,366.08789139239406,0.001726280067931416,B
184,12578.0,1.0,309.0,330.0,1185.85,4.04343225568482e-13,0.9999999999995957,0.13848243723171882,0.0970873786407767,-0.04139505859094213,5851.029829330281,20163.54110065354,1008.177055032677,0.004781414234058183,A
188,12582.0,1.0,50.0,288.0,306.2,2.0800028366352308e-11,0.9999999999792,0.15477567020380661,0.6,0.44522432979619336,1514.2008835330496,5844.713265205588,292.2356632602794,0.001374882663664654,B
189,12583.0,14.0,371.0,373.0,458.96571428571434,3.397282455352979e-14,0.999999999999966,1.0074139996542217,1.1320754716981132,0.12466147204389144,486.7477629934849,12779.159637794024,638.9579818897013,0.003024627374816451,A
190,12584.0,8.0,277.0,280.0,234.315,6.261657858885883e-14,0.9999999999999374,0.7600876358807792,0.8664259927797834,0.10633835689900417,260.37662155952654,5157.17635103488,257.85881755174404,0.001211313673880778,C
191,12585.0,1.0,117.0,351.0,777.25,1.2286838213526607e-11,0.9999999999877132,0.1315578885432536,0.25641025641025644,0.12485236786700285,3836.5600888053577,12548.764411908183,627.4382205954092,0.0029698150242757817,A
195,12589.0,1.0,116.0,144.0,515.18,9.825473767932635e-13,0.9999999999990175,0.25942546242658443,0.25862068965517243,-0.000804772771411999,2544.5089754931532,16694.06786498998,834.703393249499,0.003956006578784593,A
198,12592.0,1.0,121.0,213.0,205.8,3.675060256114193e-12,0.9999999999963249,0.19594319160206458,0.24793388429752067,0.05199069269545609,1019.2112556605526,5007.8185719291905,250.39092859645953,0.0011757805984325337,C
199,12593.0,2.0,110.0,218.0,91.05,6.2092553321235755e-12,0.9999999999937907,0.2970682857668469,0.5454545454545454,0.2483862596876985,152.1651564732041,1155.3527995923039,57.7676399796152,0.0002592568139341127,D
200,12594.0,8.0,285.0,322.0,374.65250000000003,1.1233236563157334e-12,0.9999999999988767,0.6784359874119065,0.8421052631578948,0.16366927574598833,416.24585701180115,7342.202566035353,367.11012830176765,0.0017311439888392183,B
201,12596.0,1.0,191.0,242.0,348.32,1.418642980866025e-12,0.9999999999985814,0.17767044043919702,0.15706806282722513,-0.020602377611971895,1721.8598788118304,7652.625230228485,382.63126151142427,0.0018049953276423635,B
202,12597.0,3.0,249.0,268.0,1098.3566666666666,4.480860127387132e-13,0.9999999999995519,0.3420170969608504,0.3614457831325301,0.0194286861716797,1496.2550040914773,13150.93699308155,657.5468496540775,0.003113075347827836,A
203,12598.0,6.0,275.0,284.0,383.7033333333333,1.971756091734278e-13,0.9999999999998028,0.5814899753119654,0.6545454545454545,0.0730554792334891,442.6721763586455,6684.135606236505,334.20678031182524,0.001574586070848333,B
